council,group,color,school,location,date,start,end,day
Camden,Year 3 & 4,red,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",03/31/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",03/31/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",04/01/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/01/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,red,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/01/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",04/02/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,orange,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",04/02/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",04/02/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",04/08/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 5 & 6,blue,Argyle Primary School,British Museum,04/16/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,green,Argyle Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 5 & 6,blue,Brecknock Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 3 & 4,green,Brecknock Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Carlton Primary School,British Museum,04/16/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,green,Carlton Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Kingsgate Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,Kingsgate Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 5 & 6,blue,St Aloysius Junior School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,green,St Aloysius Junior School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,St George the Martyr CE Primary School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,St Mary and St Pancras CE Primary School,British Museum,04/16/15,03:30:00 PM,06:00:00 PM,Thursday
Camden,Year 3 & 4,green,St Mary and St Pancras CE Primary School,British Museum,04/16/15,03:30:00 PM,06:00:00 PM,Monday
Camden,Year 5 & 6,blue,Torriano Junior School,British Museum,04/16/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,green,Torriano Junior School,British Museum,04/16/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,British Museum,04/16/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 5 & 6,orange,Argyle Primary School,British Museum,04/17/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,red,Argyle Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 5 & 6,orange,Brecknock Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 3 & 4,red,Brecknock Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Carlton Primary School,British Museum,04/17/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,red,Carlton Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Kingsgate Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,Kingsgate Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 5 & 6,orange,St Aloysius Junior School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St Aloysius Junior School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,British Museum,04/17/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 3 & 4,red,St Mary and St Pancras CE Primary School,British Museum,04/17/15,01:00:00 PM,03:30:00 PM,Monday
Camden,Year 3 & 4,red,Torriano Junior School,British Museum,04/17/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",04/20/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,green,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",04/20/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",04/20/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",04/20/15,03:30:00 PM,06:00:00 PM,Monday
Camden,Year 3 & 4,green,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",04/21/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",04/21/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,green,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",04/21/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",04/21/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,green,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",04/22/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/22/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,green,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/22/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",04/23/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",04/23/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,blue,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",04/23/15,03:30:00 PM,06:00:00 PM,Thursday
Camden,Year 5 & 6,blue,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",04/24/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,orange,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",04/27/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,red,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",04/27/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",04/27/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",04/27/15,01:00:00 PM,03:30:00 PM,Monday
Camden,Year 3 & 4,red,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",04/28/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",04/28/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,red,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",04/28/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",04/28/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",04/29/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/29/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,red,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",04/29/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",04/30/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",04/30/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",04/30/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 5 & 6,orange,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/01/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 3 & 4,green,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/05/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/05/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,green,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/05/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/05/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,green,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",05/06/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/06/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,green,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/06/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",05/07/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/07/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,blue,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",05/07/15,03:30:00 PM,06:00:00 PM,Thursday
Camden,Year 5 & 6,blue,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/08/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,orange,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",05/11/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,red,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",05/11/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",05/11/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",05/11/15,01:00:00 PM,03:30:00 PM,Monday
Camden,Year 3 & 4,red,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/12/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/12/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,red,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/12/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/12/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",05/13/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/13/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,red,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/13/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",05/14/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/14/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",05/14/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 5 & 6,orange,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/15/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,blue,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",05/18/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,green,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",05/18/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",05/18/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",05/18/15,03:30:00 PM,06:00:00 PM,Monday
Camden,Year 3 & 4,green,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/19/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/19/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,green,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",05/19/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/19/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,green,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",05/20/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/20/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,green,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",05/20/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",05/21/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",05/21/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,blue,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",05/21/15,03:30:00 PM,06:00:00 PM,Thursday
Camden,Year 5 & 6,blue,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",05/22/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,orange,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/01/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,red,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/01/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/01/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/01/15,01:00:00 PM,03:30:00 PM,Monday
Camden,Year 3 & 4,red,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/02/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/02/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,red,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/02/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/02/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",06/03/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/03/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,red,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/03/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/04/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/04/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/04/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 5 & 6,orange,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/05/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,blue,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/08/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,green,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/08/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/08/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/08/15,03:30:00 PM,06:00:00 PM,Monday
Camden,Year 3 & 4,green,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/09/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/09/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,green,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/09/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,blue,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/09/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,green,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",06/10/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/10/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,green,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/10/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,blue,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/11/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,green,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/11/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,blue,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/11/15,03:30:00 PM,06:00:00 PM,Thursday
Camden,Year 5 & 6,blue,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/12/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,orange,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/15/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,red,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/15/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/15/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,red,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/15/15,01:00:00 PM,03:30:00 PM,Monday
Camden,Year 3 & 4,red,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/16/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/16/15,01:00:00 PM,03:30:00 PM,Tuesday 
Camden,Year 3 & 4,red,Carlton Primary School,"Carlton Primary School, Grafton Road, NW5 4AX",06/16/15,09:00:00 AM,11:30:00 AM,Tuesday 
Camden,Year 5 & 6,orange,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/16/15,09:00:00 AM,11:30:00 AM,Tuesday
Camden,Year 3 & 4,red,St George the Martyr CE Primary School,"St George the Martyr CE Primary School, John's Mews, WC1N 2NX",06/17/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/17/15,01:00:00 PM,03:30:00 PM,Wednesday
Camden,Year 3 & 4,red,Torriano Junior School,"Torriano Junior School, Torriano Avenue, NW5 2SJ",06/17/15,09:00:00 AM,11:30:00 AM,Wednesday
Camden,Year 5 & 6,orange,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/18/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 3 & 4,red,St Aloysius Junior School,"St Aloysius Junior School, Aldenham Street, NW1 1PS",06/18/15,09:00:00 AM,11:30:00 AM,Thursday
Camden,Year 5 & 6,orange,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/18/15,02:30:00 PM,05:00:00 PM,Thursday
Camden,Year 5 & 6,orange,Brecknock Primary School,"Brecknock Primary School, Cliff Villas, NW1 9AL",06/19/15,09:00:00 AM,11:30:00 AM,Friday
Camden,Year 5 & 6,blue,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/22/15,03:00:00 PM,05:30:00 AM,Monday
Camden,Year 3 & 4,green,Argyle Primary School,"Argyle Primary School, Tonbridge Street, WC1H9EG ",06/22/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,Kingsgate Primary School,"Kingsgate Primary School, Kingsgate Road, NW6 4LB",06/22/15,09:00:00 AM,11:30:00 AM,Monday
Camden,Year 3 & 4,green,St Mary and St Pancras CE Primary School,"St Mary and St Pancras CE Primary School 81 Werrington Street, NW1 1QP",06/22/15,03:30:00 PM,06:00:00 PM,Monday
Middlesbrough,Year 3 & 4,green,Berwick Hills,"Community HUB (Neptune Centre), Ornesby Road, TS3 7RP",11/17/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 5 & 6,blue,Berwick Hills,"Community HUB (Neptune Centre), Ornesby Road, TS3 7RP",11/17/14,12:00:00 PM,02:00:00 PM,
Middlesbrough,Year 3 & 4,green,Abingdon,"Abingdon, Abingdon Road, TS1 3JR",11/18/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,blue,Abingdon,"Abingdon, Abingdon Road, TS1 3JR",11/20/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 3 & 4,green,Archibald ,"Archibald, Ayresome Green Lane, TS5 4DY",11/17/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,blue,Archibald ,"Archibald, Ayresome Green Lane, TS5 4DY",11/18/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 3 & 4,green,Ayresome,"Ayresome, Parliament Road, TS1 4NT",11/19/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,blue,Ayresome,"Ayresome, Parliament Road, TS1 4NT",11/21/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 3 & 4,green,Corpus Christi,"Corpus Christi, Cargo Fleet Lane, TS3 8NL",11/18/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 5 & 6,blue,Corpus Christi,"Corpus Christi, Cargo Fleet Lane, TS3 8NL",11/18/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 3 & 4,green,Hemlington Hall,"Hemlington Hall, Briscoe Way, TS8 9DA",11/18/14,09:00:00 AM,11:00:00 AM,
Middlesbrough,Year 3 & 4,red,Hemlington Hall,"Hemlington Hall, Briscoe Way, TS8 9DA",11/18/14,03:30:00 PM,05:30:00 PM,
Middlesbrough,Year 3 & 4,green,Linthorpe,"Linthorpe, Roman Road, TS5 6EA",11/17/14,12:45:00 PM,02:45:00 PM,
Middlesbrough,Year 5 & 6,blue,Linthorpe,"Linthorpe, Roman Road, TS5 6EA",11/19/14,09:15:00 AM,11:15:00 AM,
Middlesbrough,Year 3 & 4,green,Sacred Heart,"Sacred Heart, Ayresome Street, TS1 4NP",11/19/14,03:30:00 PM,05:30:00 PM,
Middlesbrough,Year 5 & 6,blue,Sacred Heart,"Sacred Heart, Ayresome Street, TS1 4NP",11/20/14,03:30:00 PM,05:30:00 PM,
